atom_id,state,standard_code,alignment_strength,rationale,source,reviewer,review_date,framework_version
certiport-its-artificial-intelligence::4.4,georgia,IT-AIA-4.1,supporting,Team-based development with version control,ai-draft,,,2021-03-04
certiport-its-artificial-intelligence::4.4,georgia,IT-AIA-4.5,supporting,Develop AI solution,ai-draft,,,2021-03-04
certiport-its-artificial-intelligence::5.1,georgia,IT-AIA-4.1,supporting,Version control and team dev process,ai-draft,,,2021-03-04
certiport-its-artificial-intelligence::5.1,georgia,IT-AIA-5.5,supporting,Data collection and transformation,ai-draft,,,2021-03-04
certiport-its-artificial-intelligence::5.1,georgia,IT-AIC-4.16,supporting,Debugging process,ai-draft,,,2021-03-04
certiport-its-artificial-intelligence::5.2,georgia,IT-AIC-5.9,primary,"Statistical tools: regression, hypothesis testing",ai-draft,,,2021-03-04
certiport-its-artificial-intelligence::5.2,georgia,IT-AIA-5.9,primary,Visual reporting and statistical tools,ai-draft,,,2021-03-04
certiport-its-artificial-intelligence::5.2,georgia,IT-AIC-2.3,supporting,Impact of AI on users and society,ai-draft,,,2021-03-04
certiport-its-artificial-intelligence::5.2,georgia,IT-FAI-6.4,supporting,Analyze data to construct summaries/predictions,ai-draft,,,2021-03-04
certiport-its-artificial-intelligence::5.3,georgia,IT-AIC-2.3,primary,Impact of AI on intended users and society,ai-draft,,,2021-03-04
certiport-its-artificial-intelligence::5.3,georgia,IT-AIC-6.1,primary,"Real examples of issues: bias, privacy",ai-draft,,,2021-03-04
certiport-its-artificial-intelligence::5.3,georgia,IT-AIC-6.2,primary,Solutions to ethical/societal AI issues,ai-draft,,,2021-03-04
certiport-its-artificial-intelligence::5.3,georgia,IT-AIA-6.1,supporting,Social/ethical problems in community,ai-draft,,,2021-03-04
certiport-its-artificial-intelligence::5.3,georgia,IT-FAI-7.5,supporting,Ethical/societal AI issues in varied settings,ai-draft,,,2021-03-04
certiport-its-artificial-intelligence::5.4,georgia,IT-FAI-4.13,supporting,UX and why it must be considered,ai-draft,,,2021-03-04
certiport-its-artificial-intelligence::5.4,georgia,IT-AIA-6.2,supporting,Problem-solving process to investigate,ai-draft,,,2021-03-04
certiport-its-artificial-intelligence::5.5,georgia,IT-AIC-2.3,primary,Analyze impact of AI developments,ai-draft,,,2021-03-04
certiport-its-artificial-intelligence::5.5,georgia,IT-AIC-2.4,supporting,Predicted trends or changes in AI industry,ai-draft,,,2021-03-04
certiport-its-artificial-intelligence::5.5,georgia,IT-AIA-2.3,supporting,Predictions about future AI trends,ai-draft,,,2021-03-04
certiport-its-artificial-intelligence::5.5,georgia,IT-AIA-4.5,supporting,Develop/iterate AI software solution,ai-draft,,,2021-03-04
ms-ai-900::1.1,georgia,IT-FAI-3.5,primary,"Defines ML, NLP, computer vision as AI areas",ai-draft,,,2021-03-04
ms-ai-900::1.1,georgia,IT-AIC-3.1,primary,"Classifies examples of ML, NLP, CV workloads",ai-draft,,,2021-03-04
ms-ai-900::1.1,georgia,IT-AIC-3.6,supporting,Identifies AI workload types in daily apps,ai-draft,,,2021-03-04
ms-ai-900::1.1,georgia,IT-FAI-3.1,supporting,Current AI applications in everyday life,ai-draft,,,2021-03-04
ms-ai-900::1.2,georgia,IT-FAI-7.1,primary,"Bias, privacy, accuracy in AI context",ai-draft,,,2021-03-04
ms-ai-900::1.2,georgia,IT-FAI-7.3,primary,Ethics and philosophy in AI applications,ai-draft,,,2021-03-04
ms-ai-900::1.2,georgia,IT-FAI-7.4,primary,Ethical and legal implications of AI,ai-draft,,,2021-03-04
ms-ai-900::1.2,georgia,IT-FAI-7.5,supporting,Societal AI issues across settings,ai-draft,,,2021-03-04
ms-ai-900::1.2,georgia,IT-AIC-6.1,primary,"Bias, perception, privacy, accuracy in AI",ai-draft,,,2021-03-04
ms-ai-900::1.2,georgia,IT-AIC-6.2,supporting,Solutions to ethical/societal AI issues,ai-draft,,,2021-03-04
ms-ai-900::1.2,georgia,IT-AIC-6.5,supporting,Ethical/legal implications of AI scenarios,ai-draft,,,2021-03-04
ms-ai-900::1.2,georgia,IT-AIA-5.4,supporting,Bias in datasets and ethical implications,ai-draft,,,2021-03-04
ms-ai-900::2.1,georgia,IT-AIC-3.2,primary,"Supervised (regression, classification), unsupervised, RL",ai-draft,,,2021-03-04
ms-ai-900::2.1,georgia,IT-FAI-3.6,supporting,Training ML models to classify data,ai-draft,,,2021-03-04
ms-ai-900::2.1,georgia,IT-AIC-3.3,supporting,Train model to classify into categories,ai-draft,,,2021-03-04
ms-ai-900::2.1,georgia,IT-AIC-5.9,supporting,Regression analysis and statistical tools,ai-draft,,,2021-03-04
ms-ai-900::2.2,georgia,IT-AIA-5.3,primary,"Training, validation, and test datasets",ai-draft,,,2021-03-04
ms-ai-900::2.2,georgia,IT-AIA-5.1,primary,Balanced vs imbalanced datasets,ai-draft,,,2021-03-04
ms-ai-900::2.2,georgia,IT-AIA-5.5,supporting,"Data collection, cleansing, transformation",ai-draft,,,2021-03-04
ms-ai-900::2.2,georgia,IT-AIC-3.4,supporting,Predict information model uses to classify,ai-draft,,,2021-03-04
ms-ai-900::2.2,georgia,IT-AIC-3.5,supporting,Evaluate if ML model was successful,ai-draft,,,2021-03-04
ms-ai-900::2.3,georgia,IT-AIA-3.4,primary,Proprietary AI tools incl. Microsoft Azure AI,ai-draft,,,2021-03-04
ms-ai-900::2.3,georgia,IT-AIA-3.1,supporting,Cloud services using AI solutions,ai-draft,,,2021-03-04
ms-ai-900::2.3,georgia,IT-AIA-4.3,supporting,Packages/IDEs to build and train ML models,ai-draft,,,2021-03-04
ms-ai-900::2.3,georgia,IT-AIA-5.7,supporting,Utilize existing datasets to train models,ai-draft,,,2021-03-04
ms-ai-900::3.1,georgia,IT-FAI-3.5,primary,Defines computer vision as AI area,ai-draft,,,2021-03-04
ms-ai-900::3.1,georgia,IT-AIC-3.1,primary,Classifies examples of computer vision,ai-draft,,,2021-03-04
ms-ai-900::3.1,georgia,IT-AIA-2.2,supporting,Computer vision challenges and opportunities,ai-draft,,,2021-03-04
ms-ai-900::3.2,georgia,IT-AIA-3.4,primary,Microsoft Azure AI as proprietary tool,ai-draft,,,2021-03-04
ms-ai-900::3.2,georgia,IT-AIA-3.2,supporting,AI industry solutions and recommendations,ai-draft,,,2021-03-04
ms-ai-900::3.2,georgia,IT-AIA-2.2,supporting,Computer vision technologies in AI,ai-draft,,,2021-03-04
ms-ai-900::4.1,georgia,IT-FAI-3.5,primary,Defines NLP as a critical AI area,ai-draft,,,2021-03-04
ms-ai-900::4.1,georgia,IT-AIC-3.1,primary,Classifies examples of NLP workloads,ai-draft,,,2021-03-04
ms-ai-900::4.1,georgia,IT-AIC-3.6,supporting,Identify NLP used in daily AI interactions,ai-draft,,,2021-03-04
ms-ai-900::4.2,georgia,IT-AIA-3.4,primary,Microsoft Azure AI proprietary NLP tool,ai-draft,,,2021-03-04
ms-ai-900::4.2,georgia,IT-AIA-3.2,supporting,Recommending AI services for industry needs,ai-draft,,,2021-03-04
ms-ai-900::5.1,georgia,IT-AIC-2.2,primary,"Current events in AI, new tech developments",ai-draft,,,2021-03-04
ms-ai-900::5.1,georgia,IT-AIC-2.3,primary,Impact of new AI developments on society,ai-draft,,,2021-03-04
ms-ai-900::5.1,georgia,IT-AIC-2.4,supporting,Trends and changes in the AI industry,ai-draft,,,2021-03-04
ms-ai-900::5.1,georgia,IT-AIA-2.1,primary,Current events and ethical impact in AI,ai-draft,,,2021-03-04
ms-ai-900::5.1,georgia,IT-AIA-2.3,supporting,Future trends based on current AI apps,ai-draft,,,2021-03-04
ms-ai-900::5.1,georgia,IT-AIC-6.2,supporting,Responsible AI considerations for gen AI,ai-draft,,,2021-03-04
ms-ai-900::5.1,georgia,IT-FAI-3.4,supporting,AI impacting art and creative fields,ai-draft,,,2021-03-04
ms-ai-900::5.2,georgia,IT-AIA-3.4,primary,Microsoft Azure AI as proprietary gen AI tool,ai-draft,,,2021-03-04
ms-ai-900::5.2,georgia,IT-AIA-3.1,supporting,Cloud services using AI solutions,ai-draft,,,2021-03-04
ms-ai-900::5.2,georgia,IT-AIA-3.2,supporting,AI industry solutions and recommendations,ai-draft,,,2021-03-04
professional-communication-skills,georgia,IT-FAI-1.1,primary,Atom directly teaches this CTAE employability standard,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
creativity-and-innovation-workplace,georgia,IT-FAI-1.2,primary,Atom directly teaches this CTAE employability standard,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
critical-thinking-for-career-planning,georgia,IT-FAI-1.3,primary,Atom directly teaches this CTAE employability standard,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
work-readiness-and-professional-traits,georgia,IT-FAI-1.4,primary,Atom directly teaches this CTAE employability standard,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
teamwork-in-technology-workplace,georgia,IT-FAI-1.5,primary,Atom directly teaches this CTAE employability standard,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
professional-image-presentation,georgia,IT-FAI-1.6,primary,Atom directly teaches this CTAE employability standard,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
professional-communication-skills,georgia,IT-AIC-1.1,primary,Atom directly teaches this CTAE employability standard,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
creativity-and-innovation-workplace,georgia,IT-AIC-1.2,primary,Atom directly teaches this CTAE employability standard,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
critical-thinking-for-career-planning,georgia,IT-AIC-1.3,primary,Atom directly teaches this CTAE employability standard,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
work-readiness-and-professional-traits,georgia,IT-AIC-1.4,primary,Atom directly teaches this CTAE employability standard,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
teamwork-in-technology-workplace,georgia,IT-AIC-1.5,primary,Atom directly teaches this CTAE employability standard,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
professional-image-presentation,georgia,IT-AIC-1.6,primary,Atom directly teaches this CTAE employability standard,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
professional-communication-skills,georgia,IT-AIA-1.1,primary,Atom directly teaches this CTAE employability standard,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
creativity-and-innovation-workplace,georgia,IT-AIA-1.2,primary,Atom directly teaches this CTAE employability standard,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
critical-thinking-for-career-planning,georgia,IT-AIA-1.3,primary,Atom directly teaches this CTAE employability standard,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
work-readiness-and-professional-traits,georgia,IT-AIA-1.4,primary,Atom directly teaches this CTAE employability standard,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
teamwork-in-technology-workplace,georgia,IT-AIA-1.5,primary,Atom directly teaches this CTAE employability standard,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
professional-image-presentation,georgia,IT-AIA-1.6,primary,Atom directly teaches this CTAE employability standard,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
career-technical-student-organizations-overview,georgia,IT-FAI-9.1,primary,"Atom introduces CTSO goals, mission, and objectives",maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
ctso-participation-and-competitions,georgia,IT-FAI-9.2,primary,"Atom covers CTSO opportunities, leadership, and competitions",maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
ctso-participation-and-competitions,georgia,IT-FAI-9.3,primary,"Atom covers CTSO opportunities, leadership, and competitions",maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
ctso-participation-and-competitions,georgia,IT-FAI-9.4,primary,"Atom covers CTSO opportunities, leadership, and competitions",maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
ctso-participation-and-competitions,georgia,IT-FAI-9.5,primary,"Atom covers CTSO opportunities, leadership, and competitions",maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
career-technical-student-organizations-overview,georgia,IT-AIC-8.1,primary,"Atom introduces CTSO goals, mission, and objectives",maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
ctso-participation-and-competitions,georgia,IT-AIC-8.2,primary,"Atom covers CTSO opportunities, leadership, and competitions",maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
ctso-participation-and-competitions,georgia,IT-AIC-8.3,primary,"Atom covers CTSO opportunities, leadership, and competitions",maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
ctso-participation-and-competitions,georgia,IT-AIC-8.4,primary,"Atom covers CTSO opportunities, leadership, and competitions",maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
ctso-participation-and-competitions,georgia,IT-AIC-8.5,primary,"Atom covers CTSO opportunities, leadership, and competitions",maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
career-technical-student-organizations-overview,georgia,IT-AIA-8.1,primary,"Atom introduces CTSO goals, mission, and objectives",maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
ctso-participation-and-competitions,georgia,IT-AIA-8.2,primary,"Atom covers CTSO opportunities, leadership, and competitions",maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
ctso-participation-and-competitions,georgia,IT-AIA-8.3,primary,"Atom covers CTSO opportunities, leadership, and competitions",maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
ctso-participation-and-competitions,georgia,IT-AIA-8.4,primary,"Atom covers CTSO opportunities, leadership, and competitions",maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
ctso-participation-and-competitions,georgia,IT-AIA-8.5,primary,"Atom covers CTSO opportunities, leadership, and competitions",maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
what-is-artificial-intelligence,georgia,IT-FAI-2.1,primary,Atom defines AI and reflects on current state,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
history-of-ai-evolution,georgia,IT-FAI-2.2,primary,Atom describes AI history and evolution over time,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
history-of-ai-evolution,georgia,IT-FAI-2.3,primary,Atom identifies early AI examples and contributors,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
ai-in-art-and-creative-fields,georgia,IT-FAI-3.4,primary,Atom analyzes AI's impact on art and creative fields,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
history-of-ai-evolution,georgia,IT-AIC-2.1,primary,Atom summarizes AI's influence on historical and contemporary events,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
ai-industry-trends,georgia,IT-AIC-2.1,supporting,Atom covers contemporary AI developments shaping events,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
investigating-ai-in-daily-life,georgia,IT-AIC-3.6,primary,Atom directly teaches investigating daily-use AI types,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
algorithms-for-ai,georgia,IT-FAI-4.1,primary,Teaches sequence/selection/iteration building blocks,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
designing-and-modifying-algorithms,georgia,IT-FAI-4.2,primary,Teaches modifying and creating algorithms,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
designing-and-modifying-algorithms,georgia,IT-FAI-4.4,primary,Teaches using an algorithm to build a program,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
programming-paradigms-overview,georgia,IT-FAI-4.6,primary,Defines functional/OOP/procedural/logic paradigms,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
oop-classes-objects-instances,georgia,IT-FAI-4.7,primary,Describes OOP principles,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
programming-paradigms-overview,georgia,IT-FAI-4.7,supporting,Introduces OOP as a paradigm,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
python-control-flow,georgia,IT-FAI-4.8,primary,Teaches creating programs with loops and conditionals,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
python-input-and-decisions,georgia,IT-FAI-4.9,primary,Teaches user/sensor input and decision-making,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
python-collections-and-data-organization,georgia,IT-FAI-4.10,primary,Teaches collecting and organizing different data types,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
comments-documentation-and-ux,georgia,IT-FAI-4.11,primary,Teaches commenting to document programs,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
debugging-and-code-tracing,georgia,IT-FAI-4.12,primary,Teaches tracing code and debugging,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
comments-documentation-and-ux,georgia,IT-FAI-4.13,primary,Teaches UX considerations in programming,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
data-processing-cycle,georgia,IT-FAI-5.4,primary,Teaches input-processing-output data cycle,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
bits-and-binary-representation,georgia,IT-FAI-5.5,primary,Teaches how computers store data in bits,ai-draft,,,2021-03-04
big-data-and-ai,georgia,IT-FAI-5.6,primary,Defines Big Data and its role in AI,ai-draft,,,2021-03-04
how-ai-uses-data-for-predictions,georgia,IT-FAI-5.7,primary,Teaches how AI uses data for predictions,ai-draft,,,2021-03-04
boolean-logic-for-ai,georgia,IT-FAI-5.8,primary,Teaches logic and its use in AI programming,ai-draft,,,2021-03-04
spreadsheet-fundamentals-for-data,georgia,IT-FAI-6.1,primary,Teaches organizing data using spreadsheet tools,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
spreadsheet-fundamentals-for-data,georgia,IT-FAI-6.2,primary,Teaches preset spreadsheet functions for data manipulation,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
spreadsheet-advanced-features-and-pivots,georgia,IT-FAI-6.2,supporting,Covers advanced spreadsheet manipulation,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
exploring-bias-with-teachable-machine,georgia,IT-FAI-7.2,primary,Directly teaches exploring ML bias with Teachable Machine,ai-draft,,,2021-03-04
ai-for-good-organizations,georgia,IT-FAI-7.6,primary,Covers AI for Good Foundation and similar orgs,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
productive-collaboration-and-diversity,georgia,IT-FAI-8.1,primary,"Teaches collaboration, problem-solving, leadership",maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
productive-collaboration-and-diversity,georgia,IT-FAI-8.2,primary,Teaches value of diversity in collaboration,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
computational-thinking,georgia,IT-FAI-8.3,primary,Teaches computational thinking skills,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
design-thinking-process,georgia,IT-FAI-8.4,primary,Teaches Design Thinking process steps,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
design-thinking-process,georgia,IT-FAI-8.5,primary,Applies Design Thinking to real-world problems,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
design-thinking-process,georgia,IT-AIC-7.2,primary,Uses Design Thinking for real-world AI problems,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
identify-real-world-ai-problem,georgia,IT-AIC-7.1,primary,Teaches identifying real-world problems for AI,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
end-to-end-ai-project,georgia,IT-AIC-7.3,primary,Applies programming/logic/data science to problems,ai-draft,,,2021-03-04
ai-for-good-organizations,georgia,IT-AIC-6.6,primary,Research projects from AI for Good Foundation,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
design-thinking-process,georgia,IT-AIA-6.2,primary,Uses problem-solving process for community AI issue,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
collaborative-ai-solution-design,georgia,IT-AIA-6.3,primary,Collaboratively design AI solution for community problem,ai-draft,,,2021-03-04
prototyping-ai-solutions,georgia,IT-AIA-6.3,supporting,Design through prototype approach,ai-draft,,,2021-03-04
computational-thinking,georgia,IT-AIC-4.1,primary,Pattern matching and abstraction as CT building blocks,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
programming-paradigms-overview,georgia,IT-AIC-4.2,primary,Benefits and principles of OOP,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
oop-classes-objects-instances,georgia,IT-AIC-4.3,primary,"Objects, instances, and their difference",maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
oop-methods-and-relationships,georgia,IT-AIC-4.4,primary,Applying OOP to methods and combining classes,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
python-operators-and-expressions,georgia,IT-AIC-4.5,primary,"Logical, relational, boolean, mathematical operators",maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
python-data-types,georgia,IT-AIC-4.6,primary,Assigning and converting values across data types,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
python-control-flow,georgia,IT-AIC-4.7,primary,"Control structures: conditionals, loops, functions",maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
python-functions-and-returns,georgia,IT-AIC-4.8,primary,Functions with return values and parameters,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
python-external-libraries,georgia,IT-AIC-4.9,primary,Using external libraries in programs,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
python-collections-and-data-organization,georgia,IT-AIC-4.10,primary,"Lists as ordered, indexed data series",maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
python-data-structures-advanced,georgia,IT-AIC-4.11,primary,Selecting appropriate data structures,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
python-data-structures-advanced,georgia,IT-AIC-4.12,primary,Implementing data structures in functions,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
python-functions-and-returns,georgia,IT-AIC-4.13,supporting,Functions and their call effects,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
python-strings-and-text-processing,georgia,IT-AIC-4.14,primary,Constructing and implementing strings,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
ethical-issues-in-data-science,georgia,IT-AIC-5.2,primary,Identifies ethical issues in data science,maya-2026-04-18,maya-delgado,2026-04-18,2021-03-04
spreadsheets-vs-databases,georgia,IT-AIC-5.4,primary,Comparing spreadsheet and database,ai-draft,,,2021-03-04
datasets-and-dataframes,georgia,IT-AIC-5.6,primary,Defines dataset and DataFrame,ai-draft,,,2021-03-04
datasets-and-dataframes,georgia,IT-AIC-5.1,primary,Identifies examples of data science in the world,ai-draft,,,2021-03-04
pandas-for-data-work,georgia,IT-AIC-5.1,supporting,Shows DS in practice via Pandas,ai-draft,,,2021-03-04
embedded-systems-and-sensors,georgia,IT-AIA-7.1,primary,"Teaches embedded components: circuits, sensors, microcontrollers, motors",ai-draft,,,2021-03-04
building-an-embedded-robot,georgia,IT-AIA-7.2,primary,Assembles an embedded robotic system,ai-draft,,,2021-03-04
programming-a-sensor-driven-robot,georgia,IT-AIA-7.3,primary,Writes program for sensor-driven robot,ai-draft,,,2021-03-04
debugging-hardware-issues,georgia,IT-AIA-7.4,primary,Debugs hardware issues systematically,ai-draft,,,2021-03-04
